"","source","target","value"
"5455",19534,29729,1
"10043",19537,4472,1
"23977",19538,8214,1
"4244",19539,11234,1
"5140",19540,2706,1
"21708",19541,27805,1
"1260",19542,15047,1
"12107",19543,28501,1
"2825",19544,2038,2
"23820",19545,12526,1
"8519",19546,20213,1
"7356",19547,15866,1
"8474",19550,2805,1
"18984",19550,779,1
"24285",19550,13855,1
"7894",19551,29301,1
"13460",19553,17876,1
"3706",19554,26869,1
"23339",19555,14257,1
"936",19556,26982,1
"18061",19557,23270,1
"4239",19558,11570,1
"6018",19558,18177,1
"12359",19558,1925,1
"24604",19558,22467,2
"14571",19559,30143,1
"12670",19560,17279,1
"4829",19562,24128,1
"6375",19563,20304,1
"14567",19564,17799,1
"18080",19566,28586,1
"18263",19567,15866,1
"11535",19569,17652,1
"22806",19570,4434,1
"16770",19571,18982,1
"9023",19572,5266,1
"12879",19573,13437,1
"23221",19574,9900,1
"5379",19575,17775,1
"2665",19576,24516,1
"19190",19577,8665,1
"17245",19579,9155,1
"23895",19580,25487,1
"7070",19582,27546,1
"12581",19583,12639,1
"6749",19584,26020,1
"20317",19587,23449,1
"5521",19588,5868,1
"20685",19590,20317,1
"13022",19591,18698,1
"1679",19593,16973,1
"1756",19593,17442,1
"5956",19593,6190,1
"14528",19593,16220,1
"9618",19594,20065,1
"15036",19597,15401,1
"21333",19598,20317,1
"7182",19600,7110,1
"8163",19601,16089,1
"2044",19603,22467,2
"13178",19603,16217,1
"11707",19604,18709,1
"12104",19605,407,1
"9550",19606,14611,1
"4014",19607,337,1
"16946",19608,284,1
"13350",19609,10900,1
"10426",19610,8356,1
"4555",19611,15047,1
"4599",19612,22719,1
"20579",19614,8665,1
"10194",19615,10488,1
"10963",19616,4596,1
"13441",19617,9643,1
"5270",19618,5684,1
"715",19621,7845,1
"12665",19622,26869,1
"14632",19623,10507,1
"9789",19625,3306,1
"9025",19626,14036,1
"22374",19627,24763,1
"13271",19628,2270,1
"9425",19629,8665,1
"22871",19630,10633,1
"22847",19634,25359,1
"1591",19635,14755,1
"3847",19636,4928,1
"7097",19638,25179,1
"560",19639,779,1
"5814",19643,18171,1
"14270",19644,9549,1
"14085",19646,28133,1
"18332",19647,27405,1
"6489",19648,13444,1
"15786",19648,20710,1
"19622",19649,1925,1
"14185",19650,24541,1
"2316",19653,7123,1
"4776",19653,244,1
"12523",19653,23727,1
"9608",19654,27589,1
"18534",19655,18901,1
"19178",19656,7215,1
"16456",19658,8676,1
"17463",19659,1018,1
"2483",19661,22467,1
"4933",19662,27055,1
"5917",19663,28807,1
"9842",19663,21080,1
"7078",19664,4127,1
"7684",19665,2131,1
"2266",19666,28041,1
"1366",19667,13770,1
"5261",19668,7725,1
"11228",19669,10488,1
"21804",19671,3323,1
"5865",19672,8939,1
"20686",19673,17676,1
"16469",19674,4919,1
"17296",19675,24266,1
"5961",19676,28103,1
"12636",19676,8665,1
"13073",19677,9847,1
"3224",19679,10633,1
"9726",19679,23407,1
"7143",19680,19481,1
"17621",19681,12188,1
"3080",19684,8965,1
"16340",19686,25516,1
"5414",19689,2379,1
"4700",19690,5521,1
"8549",19691,19460,1
"1058",19692,364,1
"24664",19693,7081,1
"4314",19694,8524,1
"15403",19695,15344,1
"9753",19696,395,1
"23391",19697,22867,1
"2612",19698,10885,1
"13295",19699,14036,1
"1618",19700,17799,1
"17598",19701,2689,1
"9729",19703,27008,1
"15217",19704,16725,1
"4527",19705,11879,1
"24524",19706,20317,1
"12393",19707,18002,1
"165",19708,29883,1
"22457",19709,20445,1
"22743",19710,11642,1
"13164",19711,22467,1
"15209",19712,5738,1
"10102",19713,16967,1
"11566",19714,1109,1
"12336",19715,27445,1
"7138",19716,28305,1
"13965",19716,12168,2
"17495",19716,29243,1
"19502",19717,21347,1
"21784",19719,5446,1
"9312",19720,5678,1
"10517",19723,29713,1
"22813",19725,24443,1
"8992",19726,24629,1
"5581",19727,23742,1
"10151",19729,10488,1
"28",19730,4757,1
"475",19731,8803,1
"5393",19732,2923,1
"7153",19735,4943,1
"15035",19736,9851,1
"16554",19737,2038,1
"9855",19738,24833,1
"11850",19740,22177,1
"18341",19741,11631,1
"24428",19742,5475,1
"3951",19744,15655,1
"9941",19744,28074,1
"14100",19745,10488,1
"23751",19746,407,1
"11345",19747,23593,1
"2863",19748,15624,1
"4860",19748,19874,1
"7091",19748,28070,1
"15718",19748,22989,1
"20449",19748,9566,1
"22051",19748,2544,1
"19641",19749,27487,1
"17554",19750,7523,1
"8234",19752,5678,1
"17291",19753,17799,1
"21541",19756,4676,1
"10326",19757,7540,1
"16546",19758,20262,1
"16043",19759,17670,1
"8539",19760,22285,1
"7062",19761,9348,1
"1740",19762,16788,1
"609",19763,26448,1
"2619",19764,10886,1
"2883",19766,2018,1
"9250",19768,18807,1
"15884",19768,7123,1
"6858",19769,20765,1
"1053",19770,23475,1
"12428",19772,88,1
"4079",19773,26200,1
"12357",19774,8013,1
"17587",19775,12368,1
"23320",19776,17583,1
"22147",19778,26200,1
"15393",19779,8665,1
"16750",19780,24541,1
"10566",19781,1292,1
"8872",19782,3006,1
"4805",19783,8276,1
"6560",19784,2532,1
"18879",19786,13861,1
"24689",19787,5285,1
"12982",19788,22467,1
"12796",19789,15990,1
"17355",19790,28895,1
"9728",19791,2686,1
"23349",19792,16967,1
"20889",19793,27928,1
"22138",19794,4715,1
"15216",19795,13055,1
"20067",19796,394,1
"12871",19797,27920,1
"21495",19798,28501,1
"18795",19803,97,1
"16754",19805,14339,1
"12986",19806,162,1
"19093",19807,28481,1
"22613",19808,22226,1
"1135",19809,12023,1
"10081",19810,28723,1
"11623",19811,4968,1
"21424",19812,19111,1
"21523",19813,21295,1
"7469",19814,29013,1
"1710",19815,14010,1
"15479",19815,28438,1
"8588",19816,24639,1
"11665",19818,779,1
"4595",19819,29867,1
"23538",19820,844,1
"3226",19822,30007,1
"4940",19824,28895,1
"945",19825,18651,1
"5828",19827,7477,1
"5883",19827,18152,1
"7124",19827,26869,1
"9015",19827,20123,1
"1312",19828,10633,1
"2618",19829,9618,1
"3956",19833,17799,1
"716",19836,14036,1
"18816",19838,14036,1
"3234",19839,3843,1
"20122",19840,23449,1
"14103",19844,18537,1
"4936",19846,26200,1
"22973",19847,23394,1
"18666",19848,13482,1
"24489",19850,20317,2
"14814",19851,22971,1
"11140",19852,3489,1
"24236",19853,24443,1
"14273",19854,5678,1
"14286",19855,18807,1
"16164",19856,4905,1
"411",19857,23712,1
"9519",19859,25015,1
"2361",19861,14036,1
"521",19862,8280,1
"5905",19863,27889,1
"17390",19864,17661,1
"21025",19865,13204,1
"52",19867,17126,1
"11991",19868,24266,1
"15432",19869,15809,1
"2209",19870,779,1
"4311",19871,22986,1
"13983",19872,11091,1
"9718",19873,21718,1
"4251",19875,25015,1
"1137",19876,7004,1
"14516",19877,19466,1
"20486",19878,24443,1
"9040",19879,12639,1
"7055",19880,9090,1
"4516",19881,7920,1
"18218",19882,12608,1
"10062",19883,7581,1
"7736",19887,4075,1
"22629",19888,28527,1
"14092",19889,27459,1
"8209",19890,5821,1
"13374",19890,17573,1
"13195",19893,25503,1
"3229",19894,1302,1
"10652",19895,11508,1
"19536",19896,10675,1
"6696",19898,2270,1
"12687",19899,28074,1
"14462",19900,11628,1
"7326",19901,28219,1
"21439",19902,25487,1
"5085",19903,14132,1
"8201",19904,28005,1
"14994",19905,25258,1
"15839",19907,13507,1
"1062",19908,28328,1
"20033",19909,11231,1
"8394",19914,17799,1
"2704",19915,22609,1
"22254",19915,29845,1
"4905",19917,11760,1
"17757",19919,27589,1
"5199",19920,8299,1
"9491",19921,779,1
"4559",19922,27405,1
"1116",19923,23270,1
"3407",19924,7681,1
"294",19926,8280,1
"504",19927,1939,1
"21227",19927,10633,1
"10067",19928,28219,1
"1266",19929,29965,1
"5440",19930,4111,1
"1440",19931,1571,1
"9036",19932,29225,1
"4114",19933,16937,1
"17386",19933,25194,1
"1698",19934,7706,1
"15803",19935,17346,1
"7254",19936,7638,1
"5459",19937,24960,1
"23625",19941,15344,1
"9508",19942,27039,1
"17955",19942,9030,1
"21655",19942,24541,1
"58",19943,25080,1
"15789",19945,23270,1
"11635",19946,11894,1
"845",19947,10575,1
"17770",19947,779,1
"4924",19948,20513,1
"16889",19948,14857,1
"8587",19949,10260,1
"21799",19950,19858,1
"3051",19951,26553,1
"7755",19952,27055,1
"3941",19953,10286,1
"6884",19953,5616,1
"22013",19955,26237,1
"4465",19956,5678,1
"19654",19958,28438,1
"6576",19959,5021,1
"9973",19960,19657,1
"2512",19961,10154,1
"3196",19962,23479,1
"20858",19964,24323,2
"24607",19965,9296,1
"2730",19966,20132,1
"13725",19967,26869,1
"972",19968,1968,1
"733",19971,8665,1
"2675",19972,21750,1
"10675",19973,3652,1
"19104",19974,25820,1
"9606",19975,3323,1
"2380",19976,17352,1
"5634",19977,5277,1
"3295",19979,10488,1
"4174",19979,21387,1
"12836",19981,2680,1
"21641",19982,10488,1
"15214",19983,3059,1
"10549",19984,4072,1
"4771",19985,24378,1
"866",19988,20099,1
"19395",19988,263,1
"24530",19988,14036,1
"2324",19989,18788,1
"12708",19990,26050,1
"12223",19991,27298,1
"23162",19992,9390,1
"15462",19993,19391,1
"21935",19994,16044,1
"4630",19996,28527,1
"20464",19997,3323,1
"9611",19998,25385,1
"9584",19999,13940,1
"23673",20000,779,1
"1971",20001,11516,1
"722",20002,23624,1
"21057",20003,28292,1
"9229",20006,8665,1
"15491",20007,18177,1
"4227",20009,20610,1
"3911",20010,29906,1
"14830",20011,5568,1
"3729",20013,14114,1
"13296",20013,28438,1
"16338",20014,27546,1
"12169",20015,284,1
"188",20016,25271,1
"8037",20018,7681,1
"5755",20019,24320,1
"19211",20021,10754,1
"18228",20022,9405,1
"14188",20023,21170,1
"3764",20024,1476,1
"21204",20025,27555,1
"22777",20026,16599,1
"19327",20027,29433,1
"1030",20028,15655,1
"24349",20031,8076,1
"19975",20034,2141,1
"6604",20035,28946,1
"1117",20037,22881,1
"3902",20038,29368,1
"8935",20038,779,1
"4202",20039,8513,1
"13106",20040,15394,1
"10969",20041,3323,1
"23927",20041,18624,1
"1714",20042,27805,1
"11637",20043,17242,1
"21756",20044,17820,1
"21760",20045,2921,2
"20875",20046,3823,1
"10179",20047,28694,1
"14718",20048,2270,1
"3580",20050,18177,1
"21986",20052,14854,1
"4135",20053,5288,1
"13712",20054,10091,1
"11111",20055,3367,1
"2351",20058,779,1
"17313",20060,1870,1
"11271",20061,26880,1
"12556",20062,14036,1
"13443",20064,12831,1
"656",20067,28219,1
"2229",20069,19812,1
"18373",20069,14036,1
"138",20070,24890,1
"13158",20071,20066,1
"13928",20071,21263,1
"14864",20071,17477,1
"7621",20072,4758,1
"17676",20074,284,1
"18290",20075,27199,1
"4483",20076,28038,1
"17860",20079,18785,1
"7180",20080,12185,1
"10748",20081,5885,1
"8985",20082,26873,1
"6594",20083,284,1
"5533",20084,11202,1
"7294",20085,27797,1
"9574",20087,5340,1
"24747",20088,19434,1
"2173",20089,14257,1
"21271",20090,9351,1
"12805",20091,17799,1
"23651",20092,22467,1
"18445",20093,28586,1
"354",20094,28895,1
"13972",20097,26999,1
"2615",20101,1567,1
"14851",20102,13674,1
"23079",20105,23851,1
"10327",20108,22978,1
"5880",20109,29192,1
"2732",20112,18726,1
"14961",20113,16119,1
"3755",20114,16834,1
"24040",20116,28826,1
"21320",20118,18563,1
"14285",20121,10763,1
"10198",20123,8033,1
"14789",20123,18152,1
"17768",20125,27889,1
"16031",20127,19834,1
"14716",20128,5149,1
"1136",20129,17176,1
"21578",20130,16302,1
"17771",20131,7797,1
"14672",20134,71,1
"745",20135,972,1
"7586",20136,24320,1
"23646",20136,24378,2
"23306",20139,28461,1
"15445",20140,3141,1
"10353",20141,7123,1
"10692",20141,28438,1
"2071",20142,3157,1
"15665",20145,16088,1
"5073",20146,10488,1
"19609",20148,1707,1
"15009",20149,12128,1
"2854",20150,15468,1
"23743",20152,28210,1
"18152",20155,27546,1
"16321",20157,14811,1
"23233",20157,15784,1
"24622",20158,7262,1
"10550",20160,3396,1
"23632",20161,25659,1
"18819",20163,29126,1
"15856",20165,30068,1
"7459",20166,12185,1
"5401",20170,22105,1
"14768",20171,20317,1
"22006",20172,17804,1
"8689",20174,4174,1
"2235",20176,14183,1
"10978",20177,7681,1
"7512",20178,777,1
"12797",20178,29713,1
"24271",20178,27993,1
"18564",20179,26869,1
"322",20180,22512,1
"69",20181,6532,1
"5462",20182,4661,1
"17396",20184,2519,1
"18863",20185,3721,1
"11178",20186,24320,1
"9796",20187,4343,1
"9750",20188,8463,1
"23622",20189,25080,1
"24286",20190,28895,1
"13144",20191,24443,1
"23698",20192,13459,1
"1337",20193,8665,1
"20282",20194,13265,1
"14861",20195,3031,1
"23470",20196,8665,1
"14314",20197,1081,1
"17479",20197,8245,1
"15530",20198,22467,1
"6060",20199,18240,1
"3575",20200,24997,1
"11000",20201,24443,1
"3129",20202,15809,1
"16955",20203,25994,1
"8219",20204,11516,1
"4653",20205,20568,1
"5997",20206,13152,1
"24066",20206,25401,1
"22524",20207,8233,1
"2335",20209,24725,1
"22123",20210,28134,1
"6022",20212,29358,1
"15221",20216,17126,1
"1154",20219,17799,1
"20865",20221,22010,1
"9746",20222,14087,1
"19673",20223,2727,1
"2582",20225,24032,1
"17258",20226,12863,1
"20929",20227,17139,1
"3694",20228,10633,1
"5806",20229,8756,1
"19279",20230,19620,1
"15320",20231,28895,1
"12667",20232,18887,1
"18125",20233,29153,1
"10502",20234,2395,1
"16099",20235,28438,1
"20368",20236,10630,1
"6237",20238,1807,1
"12917",20239,24200,1
"3630",20241,25379,1
"917",20243,9954,1
"4205",20244,20311,1
"21587",20245,8665,1
"16845",20246,17799,1
"7582",20249,5846,1
"4748",20250,25026,1
"11636",20253,22949,1
"18100",20255,12196,1
"24732",20257,8280,1
"3028",20258,17799,1
"10605",20259,27620,1
"1045",20260,2818,1
"22005",20261,15035,1
"10146",20263,28219,1
"3861",20264,24857,1
"4142",20265,10507,1
"10815",20266,5678,1
"20063",20267,12606,1
"24047",20268,26200,1
"16957",20269,21074,1
"1500",20270,18240,1
"18115",20271,20317,1
"22373",20272,28219,1
"20856",20273,24320,1
"21044",20273,7615,1
"15558",20274,22746,1
"15735",20276,20460,1
"20333",20277,20126,1
"287",20279,9510,1
"19080",20280,6523,1
"11937",20281,18659,1
"8272",20282,6296,1
"7216",20283,9643,1
"13887",20285,15208,1
"11814",20286,22467,1
"5236",20288,7691,1
"17020",20289,27589,1
"18574",20290,1535,1
"5059",20291,18268,1
"114",20292,2820,1
"18935",20293,24541,1
"23580",20293,6138,1
"12093",20294,19340,1
"21723",20295,24613,1
"11641",20296,28041,1
"12323",20298,26200,1
"11070",20299,12515,1
"16914",20299,26711,1
"6995",20300,7057,1
"18686",20301,20317,1
"14094",20302,25855,1
"17253",20303,17799,1
"1244",20306,2038,1
"12962",20307,3380,1
"9588",20308,284,1
"11365",20309,23727,1
"10240",20310,13189,1
"21734",20312,284,1
"16413",20313,7110,1
"10740",20315,28895,1
"17027",20316,3348,1
"11452",20318,20873,1
"14564",20321,11778,1
"7964",20322,21231,1
"4097",20324,7681,1
"4668",20325,26084,1
"22086",20326,11166,1
"11568",20327,8665,1
"10501",20328,12923,1
"13180",20329,14199,1
"5985",20330,8856,1
"9257",20332,3323,1
"6970",20333,8790,1
"7648",20334,26597,1
"6497",20335,26200,1
"16374",20336,12051,1
"23750",20337,2921,1
"22657",20338,13962,1
"13494",20339,7477,1
"7685",20340,22651,1
"2968",20341,10885,1
"24618",20345,2706,1
"3299",20346,16756,1
"4725",20347,9879,1
"11649",20348,12149,1
"16798",20349,6533,1
"4163",20350,24443,1
"20155",20350,28438,1
"20933",20350,17126,1
"23724",20351,26757,1
"18327",20352,12639,1
"23648",20353,5574,1
"16203",20354,3583,1
"11138",20355,11570,1
"21465",20357,22189,1
"16389",20358,18950,1
"8954",20359,8111,1
"10686",20360,20317,1
"24030",20362,15655,1
"8362",20365,9917,1
"7002",20366,3666,1
"16090",20367,7762,1
"23590",20368,26849,1
"18359",20369,19019,1
"13139",20370,17025,1
"19946",20370,26501,1
"17324",20371,22467,1
"12704",20372,7687,1
"2529",20373,27492,1
"22398",20374,8629,1
"23685",20377,21924,1
"8331",20378,28895,1
"24370",20379,22651,1
"8422",20380,26055,1
"3881",20381,28041,1
"13660",20382,318,1
"7434",20383,9942,1
"8522",20383,27339,1
"16572",20384,283,1
"639",20385,28694,1
"20314",20386,1787,1
"6273",20387,18144,1
"7879",20387,29065,1
"22134",20387,10488,1
"10587",20389,9155,1
"23342",20390,5392,1
"17995",20391,26919,1
"21998",20394,24320,1
"15442",20395,13902,1
"4441",20396,14802,1
"184",20397,21218,1
"16180",20398,6615,1
"12617",20400,29639,1
"20622",20401,6478,1
"8464",20402,21345,1
"2569",20404,17538,1
"3004",20405,284,1
"15693",20407,17799,1
"549",20408,7004,1
"8398",20408,9707,1
"23082",20410,7863,1
"6792",20411,1715,1
"1049",20412,14855,1
"21124",20413,24378,1
"6483",20414,14548,1
"728",20415,8665,1
"17912",20416,18958,1
"22027",20420,9259,1
"7284",20421,27492,1
"9467",20422,8665,1
"5579",20423,1098,1
"7442",20424,9794,1
"16111",20425,28219,1
"2985",20426,29209,1
"3573",20429,241,1
"19101",20430,17154,1
"23650",20431,28895,1
"12827",20432,17126,1
"24049",20433,3323,1
"10208",20434,17799,1
"21860",20436,27004,1
"24292",20438,14824,1
"105",20439,7907,1
"9816",20440,14311,1
"23915",20442,22884,1
"13089",20444,7123,1
"885",20446,17799,1
"16018",20447,17661,1
"4317",20448,26869,1
"19964",20450,27028,1
"9654",20451,9214,1
"11112",20452,28134,1
"19870",20452,28041,1
"21835",20455,15866,1
"2603",20456,18038,1
"23975",20457,9375,1
"20488",20459,12988,1
"11726",20462,9398,1
"12695",20465,13062,1
"36",20466,25080,1
"18095",20467,25367,1
"10887",20468,16946,1
"20730",20469,8629,1
"4634",20470,11048,1
"8199",20471,7164,1
"23793",20472,20533,1
"16041",20473,1599,1
"18156",20474,22677,1
"24325",20475,18141,1
"15542",20477,8245,1
"2743",20478,23441,1
"11731",20479,17799,1
"6611",20480,1755,1
"4203",20482,15806,1
"10305",20483,28219,1
"17531",20484,7037,1
"2084",20487,26869,1
"7243",20488,6288,1
"157",20489,5392,1
"6393",20490,4793,1
"15178",20491,22467,1
"21719",20493,29666,1
"8747",20494,29930,1
"23594",20495,22730,1
"22516",20497,20033,1
"13845",20498,13373,1
"17573",20499,15395,1
"4956",20500,3075,1
"9870",20500,13542,1
"23426",20502,22467,1
"1846",20503,19687,1
"3409",20505,14748,1
"11932",20506,26264,1
"7681",20507,974,1
"10845",20507,21873,1
"8851",20508,6437,1
"5067",20509,18002,1
"19999",20510,28527,1
"21236",20511,7117,1
"18448",20512,24516,1
"9769",20514,14291,1
"16610",20515,14036,1
"8908",20516,8245,1
"22665",20517,26869,1
"19439",20518,28219,1
"18570",20519,9643,1
"18236",20520,205,1
"11304",20522,15956,1
"16076",20523,9979,1
"16708",20524,12892,1
"1632",20525,9831,1
"4934",20528,28219,1
"8736",20529,3286,1
"16968",20532,29083,1
"8878",20534,3380,1
"18887",20535,2626,1
"3049",20536,12087,1
"17694",20537,7410,1
"3162",20538,23313,1
"5593",20540,12558,1
"7790",20540,16037,1
"8999",20541,6748,1
"8695",20544,20669,1
"15132",20546,28810,1
"8902",20548,19170,1
"8227",20549,26925,1
"24467",20550,10684,1
"23887",20552,20013,1
"12977",20554,5371,1
"14735",20555,779,1
"2782",20556,1840,1
"2010",20557,15866,1
"18403",20558,12608,1
"17185",20559,17560,1
"8367",20560,10975,1
"8924",20561,25015,1
"5130",20562,284,1
"2181",20564,25015,1
"10873",20565,26597,1
"18135",20565,5716,1
"12750",20567,3317,1
"6309",20569,6423,1
"5825",20570,5392,1
"2836",20571,28438,1
"18082",20572,12686,1
"6881",20573,14559,1
"14665",20574,5740,1
"926",20575,2756,1
"24626",20575,14278,1
"13005",20576,9441,1
"24213",20577,24144,1
"585",20578,777,1
"18914",20578,19340,1
"7620",20579,18240,1
"10135",20580,25080,1
"9247",20581,14257,1
"18122",20582,15655,1
"20436",20584,28564,1
"10413",20585,25015,1
"3436",20586,25080,1
"3581",20587,3195,1
"22483",20588,16810,1
"10449",20589,30143,1
"15691",20590,25015,1
"9342",20591,23415,1
"3723",20592,30146,1
"6020",20593,494,1
"2294",20594,26200,1
"2135",20595,24835,1
"13575",20597,27710,1
"14306",20598,19150,1
"16521",20599,130,1
"4147",20600,25659,1
"7560",20601,28219,1
"13738",20602,14814,1
"16239",20603,4885,1
"22796",20604,21402,1
"11405",20606,27510,1
"5232",20608,25487,1
"8885",20608,2492,1
"17721",20609,22659,1
"2187",20611,7615,1
"8500",20612,15784,1
"8884",20613,7746,1
"8344",20614,11642,1
"11889",20616,4140,1
"17049",20619,27479,1
"1182",20622,16217,1
"971",20623,8665,1
"15073",20624,22467,2
"11503",20626,26494,1
"8429",20627,22467,1
"11327",20628,14044,1
"21849",20629,17446,1
"19424",20630,20304,1
"10111",20631,7315,1
"13555",20632,28895,1
"24447",20634,4092,1
"7184",20635,17438,1
"8552",20637,28147,1
"6945",20640,29061,1
"6220",20642,22098,1
"20460",20643,3827,1
"4749",20644,6475,1
"3668",20645,23230,1
"10795",20647,11980,1
"8207",20648,24443,1
"7622",20649,9405,1
"18432",20654,18659,1
"16995",20655,12740,1
"23940",20657,24378,1
"13816",20658,12639,1
"16344",20659,10633,1
"12678",20660,7399,1
"18941",20662,462,1
"18345",20664,284,1
"9222",20666,779,1
"18261",20666,20317,1
"11807",20667,4875,1
"23689",20668,2230,1
"3061",20670,21218,1
"18144",20671,27694,1
"3092",20672,24541,1
"3808",20674,26669,1
"16318",20675,7515,1
"13598",20676,26763,1
"9244",20677,28038,1
"472",20678,28438,2
"20840",20678,7123,1
"13704",20679,21309,1
"8781",20680,25960,1
"15187",20682,29253,1
"21894",20686,803,1
"20423",20687,28704,1
"9329",20689,779,1
"18792",20690,779,1
"1359",20691,10488,1
"7829",20692,3157,1
"9177",20693,22467,1
"13320",20693,7502,1
"12130",20695,12906,1
"553",20696,19969,1
"2516",20697,16745,1
"13257",20697,23551,1
"18325",20697,22230,1
"7666",20698,11570,1
"20360",20700,29484,2
"2812",20701,19902,1
"954",20702,23313,1
"22901",20703,779,1
"16025",20705,9207,1
"24026",20706,18983,1
"7617",20707,20875,1
"12876",20708,2470,1
"19351",20709,8939,1
