"","source","target","value"
"9888",25615,7319,1
"17791",25616,17258,1
"10646",25618,779,1
"16014",25619,18698,1
"18067",25620,17258,1
"23925",25621,12185,1
"23032",25622,28510,1
"19664",25623,5820,1
"14866",25624,12185,1
"21989",25625,25166,1
"11222",25626,5432,1
"14947",25627,16946,1
"20556",25631,23226,1
"11324",25633,19108,1
"5582",25634,2807,1
"14855",25635,22467,1
"14614",25636,26386,1
"14040",25637,26869,1
"9996",25638,14036,1
"11349",25640,29589,1
"10330",25641,8585,1
"16523",25641,3390,1
"3560",25642,27309,1
"24403",25642,459,1
"1966",25643,22323,1
"4621",25646,21926,1
"18922",25648,683,1
"1119",25649,3811,1
"19790",25650,16756,1
"22522",25651,19762,1
"5941",25652,11925,1
"13244",25655,17799,1
"22872",25658,18775,1
"21952",25660,26200,1
"17236",25663,17054,1
"13874",25664,27512,1
"4800",25665,14114,1
"4304",25666,3907,1
"21727",25667,19340,1
"6928",25668,28895,1
"4312",25670,16786,1
"24441",25671,1939,1
"15497",25672,18699,1
"22739",25673,12168,1
"11825",25674,14697,1
"16740",25675,2020,1
"18672",25676,407,1
"9462",25678,27309,1
"9281",25679,20622,1
"9294",25680,18009,1
"7615",25682,143,1
"16193",25682,26624,1
"6955",25683,5678,1
"5519",25684,28895,1
"20483",25684,5678,1
"13674",25685,11980,1
"22394",25686,15866,1
"19901",25687,8768,1
"24165",25687,20077,1
"12535",25688,20208,1
"6769",25689,2408,1
"7740",25691,7123,1
"8141",25692,23877,1
"2080",25693,24901,1
"14244",25694,7762,1
"20023",25694,28438,1
"20066",25694,24443,1
"8576",25695,22467,1
"4740",25697,1671,1
"10431",25699,8843,1
"23370",25699,22689,1
"8374",25700,7691,1
"5119",25701,9271,1
"13709",25702,18380,1
"20985",25703,1154,1
"18329",25705,16782,1
"24217",25706,24951,1
"11917",25707,9047,2
"17540",25708,29466,1
"16598",25709,28041,1
"5863",25710,284,1
"5419",25711,17799,1
"19275",25713,8463,1
"23436",25713,12817,1
"3748",25715,1767,1
"16323",25716,553,1
"22917",25718,17030,1
"16172",25720,20931,1
"16020",25723,21862,1
"9695",25724,28895,1
"22377",25724,15783,1
"23857",25725,28219,1
"17044",25726,12232,1
"5663",25727,26237,1
"10918",25728,6170,1
"10390",25729,11422,1
"13600",25730,14036,1
"19164",25730,19812,1
"18242",25731,19443,1
"21280",25732,4334,1
"23191",25734,779,1
"14939",25738,27492,1
"3814",25740,15651,1
"13326",25742,24727,1
"19153",25743,7615,1
"10628",25745,22972,1
"1286",25746,22467,1
"5136",25746,9643,1
"23991",25747,6523,1
"2648",25748,14065,1
"8054",25749,15784,1
"7640",25751,22050,1
"15672",25752,1736,1
"14726",25753,8245,1
"1459",25754,12973,1
"21491",25755,24378,1
"10629",25756,2841,1
"11779",25756,3157,1
"19060",25757,15655,1
"21267",25758,29930,1
"12741",25759,12168,1
"14969",25760,20008,1
"5291",25761,28895,1
"13467",25761,463,1
"20170",25761,3323,1
"8573",25762,2048,1
"20294",25764,777,1
"2319",25765,11773,1
"13417",25766,1082,1
"23307",25767,11449,1
"19191",25768,23727,1
"12322",25770,12287,1
"5110",25773,17799,1
"23287",25775,10018,1
"22330",25776,7536,1
"20628",25778,11787,1
"16876",25779,21522,1
"1949",25780,17799,1
"7701",25781,10881,1
"2305",25782,5678,1
"3635",25783,18524,1
"23404",25784,317,1
"7385",25785,4585,1
"10630",25786,4222,1
"8427",25787,13888,1
"12170",25788,20317,1
"13049",25788,16217,1
"3117",25792,28895,1
"14962",25793,9209,1
"9352",25795,18063,1
"2085",25796,11754,1
"7849",25798,18875,1
"13420",25799,3097,1
"14748",25800,2038,1
"7092",25802,24567,1
"19157",25803,22467,1
"2179",25804,15119,1
"20093",25804,11980,1
"14613",25805,9643,1
"4231",25806,15394,1
"756",25807,14141,1
"20822",25808,26869,1
"20389",25810,26220,1
"2519",25811,22467,1
"11376",25811,25080,1
"17654",25811,28219,1
"22129",25811,20317,1
"16560",25813,15160,1
"17635",25814,8665,1
"10615",25815,11853,1
"13389",25817,20317,1
"7967",25818,11166,1
"11419",25818,28219,1
"2018",25821,14073,1
"16201",25822,6465,1
"11815",25823,97,1
"10965",25824,21505,1
"8411",25825,16463,1
"12936",25826,17126,1
"23816",25827,15646,1
"9002",25828,12185,1
"24163",25829,14855,1
"11936",25832,10592,1
"1948",25836,11508,1
"4359",25836,6426,1
"12746",25836,2706,1
"21887",25836,284,1
"3763",25837,28895,1
"17524",25841,5392,1
"6537",25843,9220,1
"15259",25845,20545,1
"12084",25846,28041,1
"7490",25847,12593,1
"5647",25848,22467,1
"1101",25849,18047,1
"24002",25850,20138,1
"16827",25853,15830,1
"8415",25854,21265,1
"10272",25859,18749,1
"10967",25860,28219,1
"9313",25861,13772,1
"13431",25861,20461,1
"8839",25862,22625,1
"9159",25864,28219,1
"17065",25865,22189,1
"6477",25866,21428,1
"1247",25867,22693,1
"8922",25868,7987,1
"11054",25869,2133,1
"3859",25870,20454,1
"19865",25871,20066,1
"11642",25872,25048,1
"12533",25872,15208,1
"13470",25873,22098,1
"13561",25874,779,1
"4392",25875,779,1
"1343",25876,15119,1
"1445",25878,29258,1
"6804",25879,596,1
"8376",25880,21029,1
"2758",25882,5612,1
"2735",25883,10488,1
"17804",25887,29243,1
"5832",25888,17126,1
"23063",25889,1009,1
"24379",25890,8299,1
"720",25891,12965,1
"17489",25892,27492,1
"6401",25893,25963,1
"13541",25895,26200,1
"6371",25896,14036,1
"5097",25897,28319,1
"14734",25898,284,1
"19541",25899,28219,1
"24608",25901,9643,1
"11783",25903,23180,1
"20006",25907,8738,1
"2720",25909,18698,1
"11119",25910,24811,1
"4796",25911,25736,1
"24753",25912,8665,1
"7367",25914,10595,1
"16121",25916,24951,1
"15301",25917,11505,1
"15934",25917,7906,1
"22604",25917,9207,1
"23966",25918,4639,1
"6404",25919,26200,1
"15902",25920,779,1
"13587",25923,20724,1
"8864",25924,24459,1
"1279",25925,10479,1
"14097",25926,6354,1
"14055",25927,8794,1
"17968",25928,15962,1
"9558",25929,24493,1
"9397",25931,25015,1
"6053",25932,24434,1
"20758",25933,28532,1
"7181",25934,2706,1
"3505",25935,284,1
"7333",25936,2000,1
"15099",25937,10488,1
"20370",25938,26184,1
"22116",25938,27121,1
"4274",25939,28606,1
"5141",25941,26200,1
"8295",25942,14614,1
"8551",25943,29555,1
"24210",25944,6387,1
"23158",25945,779,1
"19721",25946,17953,1
"6434",25948,28219,1
"635",25949,3204,1
"23126",25950,22015,1
"16319",25951,3323,1
"13957",25952,24541,1
"12799",25953,20856,1
"13646",25954,18656,1
"16038",25956,11468,1
"5150",25961,10500,1
"513",25964,10181,1
"5795",25964,16042,1
"7887",25964,25962,1
"11133",25964,3396,1
"11473",25964,25728,1
"16131",25964,5847,1
"19171",25964,28103,1
"422",25965,20443,1
"19991",25966,838,1
"14523",25969,17799,1
"3920",25970,16623,1
"18075",25971,26200,1
"5844",25973,27692,1
"22844",25974,11588,1
"14612",25976,779,1
"12925",25978,13876,1
"18710",25979,18306,1
"3822",25980,10324,1
"9138",25981,22467,1
"3014",25982,20492,1
"5171",25985,6315,1
"12151",25987,1223,1
"9181",25990,22098,1
"10104",25991,11992,1
"10864",25992,26050,1
"8224",25993,4534,1
"8988",25995,21229,1
"1198",25996,23441,2
"18002",25997,10749,1
"20092",25997,28134,1
"21473",25998,22467,1
"2554",26000,11785,1
"20659",26001,5352,1
"2355",26004,11631,1
"772",26005,6154,1
"3286",26006,7110,1
"21350",26007,24977,1
"21264",26008,4499,1
"24089",26009,19206,1
"20016",26010,14219,1
"17869",26011,17773,1
"14246",26012,6465,1
"3207",26013,29484,1
"13988",26014,779,1
"16611",26015,30045,1
"21793",26018,9643,1
"21294",26019,12946,1
"1227",26021,26869,1
"1866",26022,24896,1
"16023",26024,1064,1
"17288",26025,26200,1
"5727",26026,15111,1
"10894",26027,19087,1
"8236",26028,14257,1
"17502",26029,8924,1
"19283",26030,13978,1
"2403",26031,3762,1
"10383",26032,16946,1
"11076",26033,3342,1
"2323",26034,22651,1
"10715",26035,2934,1
"17578",26036,23449,1
"14675",26039,22467,1
"10889",26040,1383,1
"15330",26042,5763,1
"24005",26043,20317,1
"12017",26044,6315,1
"23821",26045,7923,1
"1014",26046,26953,1
"1169",26047,2252,1
"4104",26048,28895,1
"17418",26048,27309,1
"5518",26049,17126,1
"18731",26052,779,1
"17787",26056,24443,1
"19460",26058,7923,1
"18927",26060,14036,1
"15027",26061,16229,1
"8129",26062,1061,1
"9650",26062,22773,1
"15373",26065,25335,1
"61",26066,3581,1
"24008",26067,17604,1
"13793",26068,1767,1
"12483",26069,21900,1
"19655",26075,6593,1
"11600",26076,3436,1
"13590",26077,6090,1
"2034",26078,11237,1
"8660",26079,24443,1
"12366",26079,1009,1
"23739",26079,284,1
"2369",26080,23161,1
"87",26081,23654,1
"13480",26081,16904,1
"3715",26082,5973,1
"24317",26083,10742,1
"5529",26088,8395,1
"5968",26089,26084,1
"15464",26090,3103,1
"13789",26092,27268,1
"5396",26095,23133,1
"4887",26096,28460,1
"8257",26097,22562,1
"18314",26098,6478,1
"23232",26099,2958,1
"15554",26100,976,1
"20520",26101,24322,1
"15102",26102,17710,1
"16518",26104,3606,1
"24666",26107,16642,1
"12031",26109,4961,1
"5385",26111,28041,1
"3649",26112,2493,1
"7253",26113,7681,1
"11773",26114,15332,1
"14051",26114,18002,1
"15584",26115,17799,1
"14400",26116,8245,1
"13009",26117,2201,1
"14478",26118,17465,1
"6547",26121,19058,1
"16922",26122,14257,1
"14319",26123,2203,1
"11370",26125,1840,1
"6715",26126,24447,1
"7006",26126,29357,1
"19307",26128,151,1
"9061",26129,5678,1
"10741",26129,15655,1
"24307",26130,3323,1
"12358",26131,25984,1
"21654",26132,17356,1
"12429",26133,779,1
"651",26134,11922,1
"14750",26135,28694,1
"15733",26136,9695,1
"15545",26137,1767,1
"1021",26138,24697,1
"18481",26139,27273,1
"1395",26141,17126,1
"16110",26142,18715,1
"23174",26143,815,1
"9273",26144,14400,1
"2610",26145,5046,1
"5571",26148,144,1
"19280",26150,28103,1
"3303",26151,28932,1
"14568",26151,19380,1
"2441",26152,23417,1
"23944",26153,27149,1
"4344",26154,9863,1
"11181",26155,19988,1
"13528",26156,5678,1
"4074",26157,22467,1
"10213",26159,5637,1
"463",26161,7575,1
"6487",26163,2492,1
"13923",26163,10575,1
"16884",26163,25487,1
"21329",26164,4596,1
"11072",26165,3323,1
"17823",26167,2706,1
"22185",26168,17606,1
"8407",26169,26957,1
"22595",26170,4374,1
"6912",26171,337,1
"19391",26177,23963,2
"5208",26178,16018,1
"14676",26180,25791,1
"9386",26181,24595,1
"16453",26182,21997,1
"10361",26183,337,1
"13655",26185,9839,1
"3722",26186,12660,1
"2115",26187,13482,1
"19554",26189,7978,1
"6012",26190,21218,1
"10801",26191,16044,1
"10284",26192,2561,1
"18908",26193,22493,1
"22990",26194,19319,1
"11450",26198,2554,1
"6135",26200,25080,1
"13848",26201,13482,1
"2221",26202,19375,1
"10847",26203,24320,1
"6111",26205,284,1
"4916",26206,1196,1
"19258",26207,12106,1
"13220",26208,18933,1
"3633",26209,8772,1
"22749",26210,11254,1
"18062",26211,23270,1
"2268",26212,7031,1
"7961",26213,28501,1
"11963",26214,19944,1
"15649",26215,29690,1
"15159",26216,7732,1
"20359",26217,10488,1
"19239",26218,24178,1
"5872",26221,1109,1
"22034",26222,3611,1
"9717",26223,7681,1
"17362",26224,21500,1
"17977",26227,4719,1
"7101",26228,18662,1
"20413",26229,6066,1
"24708",26229,16642,1
"19339",26230,8951,1
"5286",26231,28766,1
"3961",26232,13946,1
"3",26235,24443,1
"16047",26235,15060,1
"20394",26235,26869,1
"1595",26236,19206,1
"860",26237,23383,1
"6893",26238,9626,1
"12203",26239,18724,1
"7174",26240,22949,1
"15435",26241,5006,1
"2687",26243,9259,1
"19763",26245,28219,1
"22117",26246,17126,1
"21063",26247,9103,1
"9657",26248,26250,1
"1953",26249,23725,1
"9139",26251,3730,1
"17634",26252,3390,1
"21206",26253,7123,1
"11368",26254,24178,1
"19881",26255,12298,1
"16086",26256,19290,1
"11329",26257,15655,1
"4548",26260,22698,1
"20617",26262,26542,1
"17737",26263,24570,1
"7806",26266,17932,1
"6394",26268,1127,1
"8039",26270,25126,1
"19129",26273,15617,1
"21634",26273,14440,1
"13226",26274,28438,1
"22852",26275,7273,1
"23550",26276,739,1
"15380",26277,4943,1
"78",26278,28527,1
"24283",26279,13076,2
"755",26280,16756,1
"15406",26281,26200,1
"2925",26282,9231,1
"6145",26283,19688,1
"23694",26283,14868,1
"2336",26284,19640,1
"13409",26285,9510,1
"12722",26287,407,1
"10374",26288,21419,1
"18990",26289,24737,1
"4901",26290,855,1
"9035",26291,23276,1
"22193",26292,24997,1
"1711",26293,22867,1
"629",26294,4661,1
"19308",26295,16130,1
"22885",26296,17084,1
"6066",26297,16745,1
"19035",26298,5357,1
"22192",26300,5521,1
"10195",26301,14257,1
"2688",26302,16756,1
"4480",26303,11407,1
"10299",26304,28438,1
"4712",26305,28041,1
"5683",26306,18209,1
"11278",26307,12665,1
"10479",26309,19445,1
"11782",26309,26597,2
"14120",26310,779,1
"6706",26311,8245,1
"11639",26313,22467,1
"16328",26314,17126,1
"12629",26315,13989,1
"18019",26316,11449,1
"14561",26317,23750,1
"16202",26318,18227,1
"8033",26319,10633,1
"21021",26320,18177,1
"20729",26321,4596,1
"1417",26322,992,1
"1487",26323,24178,2
"3386",26325,22467,1
"15469",26326,6090,1
"601",26329,4793,1
"10011",26330,2647,1
"11028",26332,30143,1
"17029",26333,22989,1
"17504",26333,18656,1
"6174",26334,2593,1
"21257",26336,10,1
"17972",26337,8665,1
"24149",26338,5352,1
"22978",26339,24260,1
"9311",26340,14183,1
"9986",26341,337,1
"18972",26341,24668,1
"20643",26342,12730,1
"23836",26342,24435,2
"15689",26343,14697,1
"15155",26344,6027,1
"7988",26345,14036,1
"3508",26346,23673,1
"19385",26347,27965,1
"3287",26348,22467,1
"11738",26349,22773,1
"5062",26352,26849,1
"23451",26354,18481,1
"12537",26355,9897,1
"16847",26357,3286,1
"9103",26358,22235,1
"2279",26359,28219,1
"15288",26361,26403,1
"18013",26362,23871,1
"15268",26363,14368,1
"12398",26364,14036,1
"19640",26365,21717,1
"21645",26366,7870,1
"1489",26367,18828,1
"17161",26368,2203,1
"20431",26369,9756,1
"6117",26370,24541,1
"24187",26372,16937,1
"8306",26374,25392,1
"2837",26375,26200,1
"7853",26376,779,1
"17853",26377,11498,1
"22402",26377,28219,1
"21976",26378,7701,1
"11301",26379,16591,1
"1129",26380,18846,1
"6779",26382,29368,1
"2922",26383,15194,1
"13529",26385,22467,1
"19759",26387,20317,1
"17001",26388,5214,1
"21763",26389,22265,1
"893",26391,27309,1
"10096",26392,24443,1
"6845",26393,10488,1
"14213",26394,29713,1
"10059",26395,8665,1
"6137",26396,9405,1
"14395",26397,22949,1
"20337",26398,24378,1
"5758",26399,6867,1
"3873",26400,10488,1
"15241",26401,16086,1
"8621",26402,26988,1
"9208",26404,23377,1
"9109",26405,17799,1
"19988",26405,17703,1
"24057",26407,18326,1
"24050",26410,22698,1
"24587",26410,29933,1
"9963",26411,24443,1
"10392",26412,8801,1
"5129",26413,26162,1
"23809",26414,23727,1
"11661",26415,13815,1
"15541",26415,2038,1
"17794",26415,2270,1
"20135",26417,1648,1
"24356",26418,14257,1
"8529",26419,5952,1
"969",26421,17583,1
"23241",26423,1399,1
"9129",26424,284,1
"264",26425,11588,1
"16544",26426,284,1
"13503",26427,3206,1
"10848",26429,15119,1
"15874",26431,15382,1
"8197",26432,25080,1
"5948",26433,26200,1
"18183",26434,11267,1
"20082",26435,28219,1
"20694",26436,9643,1
"13282",26438,2078,1
"17486",26438,20412,1
"93",26439,779,1
"24080",26439,21452,1
"7841",26440,17332,1
"20012",26441,10633,1
"11912",26442,4990,1
"3251",26443,6838,1
"1211",26444,10419,1
"22143",26445,142,1
"9806",26447,2492,1
"10055",26447,24931,1
"14364",26447,19902,1
"4316",26448,17850,1
"10442",26449,14712,1
"3307",26451,6117,1
"14645",26452,30145,1
"7003",26454,23756,1
"17758",26457,8965,1
"1219",26459,20543,1
"8066",26459,24578,1
"11209",26459,8559,1
"12038",26460,20533,1
"8143",26461,7589,1
"15670",26462,12009,1
"21012",26463,9378,1
"10024",26464,1177,1
"11921",26465,18698,1
"9228",26466,24697,1
"16512",26467,12558,1
"20810",26468,2048,1
"4728",26469,25406,1
"23539",26470,2203,1
"21213",26472,21097,1
"7266",26473,1331,1
"24551",26473,12469,1
"14990",26474,28384,1
"1532",26475,13325,1
"9643",26476,10633,1
"13641",26477,28594,1
"18565",26478,309,1
"23988",26478,13876,1
"15205",26481,7706,1
"5812",26482,20454,1
"3640",26483,24024,1
"16231",26484,9786,1
"22934",26485,23180,1
"9877",26487,11570,1
"135",26488,17798,1
"3691",26491,28895,1
"15634",26491,25079,1
"23778",26491,25080,1
"644",26492,9917,1
"16105",26493,13613,1
"6374",26495,3303,1
"18633",26496,15866,1
"4925",26497,1275,1
"24644",26498,29879,1
"12638",26501,4866,1
"22474",26501,26735,1
"11713",26502,27546,1
"8823",26503,15500,1
"13430",26504,26200,1
"3541",26506,13631,1
"9527",26506,5152,1
"5505",26507,12639,1
"16545",26508,26200,1
"15007",26509,29821,1
"23429",26511,27274,1
"11948",26513,20317,1
"3232",26514,4951,1
"6820",26514,15293,1
"8754",26514,20218,1
"9739",26514,15890,1
"21800",26516,4624,1
"11353",26517,24443,1
"10205",26518,14342,1
"24422",26519,24908,1
"4341",26521,24145,1
"5061",26522,15119,1
"9167",26523,21231,1
"14842",26525,8665,1
"4582",26527,28068,1
"21594",26528,10290,1
"15198",26529,3941,1
"3840",26530,8299,1
"3147",26532,23270,1
"5043",26534,28219,1
"2530",26537,28219,1
"2807",26539,11516,1
"14354",26540,14275,1
"16596",26541,13482,1
"5790",26543,7708,1
"9562",26544,2454,1
"5231",26545,17661,1
"23443",26546,27676,1
"5075",26547,10488,1
"10687",26548,6833,1
"12270",26550,26869,1
"9704",26551,17126,1
"10389",26551,11091,1
"12941",26552,2038,1
"2383",26554,24320,1
"12652",26555,5465,1
"19523",26557,28219,1
"7513",26558,1316,1
"3619",26559,14273,1
"21372",26560,18422,1
"17877",26561,29843,1
"10249",26562,17680,1
"16787",26563,615,1
"6716",26564,17233,1
"5439",26565,24732,1
"7899",26566,28704,1
"23248",26566,20752,2
"12559",26567,10633,1
"23898",26567,17126,1
"5765",26568,11456,1
"16325",26569,19800,1
"11938",26570,29076,1
"19368",26572,20551,1
"12157",26573,27921,1
"6527",26574,14132,1
"24071",26576,12863,1
"10624",26577,20066,1
"9218",26578,407,1
"3747",26579,8794,1
"1303",26580,6918,1
"8228",26581,24378,1
"21684",26583,4068,1
"15722",26584,14036,1
"10323",26585,21880,1
"2182",26586,17068,1
"5680",26587,2174,1
"22827",26588,2320,1
"18488",26589,28895,1
"271",26592,6973,1
"14709",26593,18255,1
"2138",26594,17799,1
"4057",26595,8593,1
"15614",26601,12306,1
"19847",26602,12848,1
"9173",26604,30087,1
"22149",26605,7465,1
"18036",26606,6301,1
"22971",26607,17126,1
"16435",26608,23401,1
"2844",26609,5465,1
"19318",26612,29792,1
"17666",26614,15866,1
"21873",26615,17802,1
"3034",26616,16004,1
"23328",26617,27580,1
"11833",26619,29055,1
"7996",26620,10698,1
"23552",26621,10488,1
"2843",26622,23449,1
"21193",26623,26735,1
"11199",26625,13679,1
"12433",26626,9155,1
"17662",26627,10006,1
"6158",26628,5763,1
"5933",26629,19885,1
"7464",26631,11251,1
"14141",26631,20317,1
"3138",26633,19612,1
"695",26634,28826,1
"21432",26634,20317,1
"21705",26637,7978,1
"16189",26639,1882,1
"20255",26640,12622,1
"6946",26641,28438,1
"10128",26642,7083,1
"17328",26643,25080,1
"7576",26645,5392,1
"13502",26645,7123,1
"22617",26645,284,1
"21341",26646,7746,1
"23575",26647,16403,1
"1262",26648,29813,1
"12449",26649,9377,1
"4691",26650,284,1
"23847",26651,14611,1
"7629",26652,9239,1
"2136",26653,8557,1
"17541",26654,4332,1
"22520",26654,1355,1
"20035",26656,1622,1
"20916",26658,6426,1
"17945",26659,10701,1
"9592",26660,15866,1
"19848",26662,23520,1
"17269",26663,27762,1
"11107",26665,1786,1
"6603",26666,29126,1
"12671",26667,24443,1
"13038",26667,28895,1
"17673",26671,17799,1
"5688",26672,18756,1
"6644",26672,8790,1
"5352",26673,7746,1
"16355",26674,10488,1
"1799",26675,28970,1
"11718",26676,8833,1
"16727",26677,28527,1
"7846",26678,11508,1
"15975",26679,10668,1
"11828",26681,14929,1
"17780",26683,3283,1
"23970",26684,8057,1
"9152",26686,8245,1
"10896",26687,2595,1
"3971",26688,22467,1
"10966",26688,24951,1
"13729",26689,24541,1
"7715",26690,26219,1
"19172",26691,11166,2
"20745",26691,22493,1
"8256",26692,11887,1
"6103",26693,28694,1
"621",26695,8665,1
"44",26697,15350,1
"7226",26698,10083,1
"4225",26699,9441,1
"6207",26701,24926,1
"3270",26702,29109,1
"7173",26703,12185,1
"12192",26704,151,1
"3758",26706,28509,1
"9334",26707,18176,1
"17975",26708,779,1
"23442",26709,9643,1
"10422",26710,21654,1
"9375",26712,17799,1
"8208",26714,29270,1
"10824",26714,2131,1
"17745",26715,12883,1
"12600",26716,3579,1
"20961",26719,15059,1
"7868",26720,19565,1
"3172",26721,15024,1
"12591",26722,7263,1
"21017",26723,25080,1
"18110",26724,24957,1
"6727",26725,2038,1
"14062",26725,14036,1
"19791",26725,17267,1
"20786",26726,16487,1
"17932",26727,3016,1
"8759",26728,19502,1
"4988",26729,24443,1
"2006",26730,28357,1
"11361",26731,17799,1
"1574",26732,23552,1
"16920",26733,14257,1
"15948",26734,5563,1
"7329",26735,25487,1
"15289",26736,25471,1
"14887",26737,6066,1
"5623",26738,3274,1
"14988",26741,1625,1
"3208",26742,20317,1
"1668",26743,22562,1
"10710",26744,23287,1
"15184",26746,11570,1
"22750",26748,9713,1
"7747",26751,22349,1
"14583",26752,8967,1
"7649",26753,25080,1
"10557",26754,24977,1
"18878",26756,16031,1
"17272",26757,15655,1
"9418",26758,26510,1
"13683",26758,5549,1
"12703",26759,24320,1
"22703",26761,17957,1
"21390",26764,12408,1
"12200",26765,14667,1
"8463",26767,24982,1
"3199",26769,23370,1
"13611",26770,8665,1
"1273",26771,1925,1
"21628",26772,11969,1
"18632",26773,18009,1
"21704",26774,17180,1
"5939",26775,22265,1
"13294",26778,25051,1
"48",26779,22467,1
"2801",26780,1767,1
"9093",26783,9614,1
"1323",26784,4499,1
"4429",26785,11724,1
"9079",26786,22773,1
"23133",26787,24266,1
"3622",26788,24352,1
"6247",26789,20419,1
"15815",26790,7681,1
"20213",26791,9459,1
"11003",26792,17799,1
"13317",26793,10886,1
"8072",26794,12665,1
"10683",26795,16747,1
"4386",26797,6533,1
"9782",26798,8280,1
"1611",26799,10322,1
"4356",26801,17126,1
"7263",26802,27309,1
"16119",26805,1340,1
"10953",26806,28041,1
"23987",26808,9259,1
"19786",26809,8665,1
"10649",26810,8790,1
"18265",26811,5426,1
"6770",26812,10376,1
"6541",26813,11166,1
"11657",26813,3546,1
"14891",26814,19355,1
"16277",26815,25842,1
"19462",26817,5823,1
"822",26818,11642,1
"538",26819,17126,1
"8720",26820,20435,1
"19226",26821,18319,1
"14250",26823,2201,1
"3967",26824,12639,1
"14124",26825,2971,1
"14365",26827,21863,1
"22724",26828,6963,1
"11764",26829,17263,1
"19130",26830,1340,1
"19208",26831,20175,1
"11756",26832,2519,1
"5077",26833,28501,1
"22592",26835,25487,1
"14203",26838,17799,2
"1605",26839,20317,1
"12186",26840,26717,1
"20086",26841,3323,1
"16738",26842,22467,1
"21864",26843,11231,1
"18563",26844,10763,1
"2197",26845,20145,1
"1770",26846,27959,1
"5780",26846,12848,1
"19075",26847,22978,1
"14985",26848,27492,1
"356",26850,24443,1
"15686",26850,28895,1
"17207",26851,14132,1
"424",26852,28766,1
"837",26852,10827,1
"3642",26852,20119,1
"14335",26852,19304,1
"15804",26852,1370,1
"16440",26852,22278,1
"17682",26852,15930,1
"18869",26852,21634,1
"24200",26852,30153,1
"19150",26853,22467,1
"7280",26854,19640,1
"16562",26855,17040,1
"11236",26856,20138,1
"13215",26857,11030,1
"4699",26862,24007,1
"5193",26863,9763,1
"11322",26865,11091,1
"6968",26868,2020,1
"14136",26870,27294,1
"7567",26871,3023,1
"5782",26872,12639,1
"18330",26873,8338,1
"24012",26874,21860,1
"9485",26875,8629,1
"24773",26878,1789,1
"22080",26879,15904,1
"23803",26881,24541,1
"20143",26883,5194,1
"4992",26884,18181,1
"2026",26885,26481,1
"5468",26886,15690,1
"9428",26888,28438,1
"21423",26889,24668,1
"3554",26890,19535,1
"3115",26892,14032,1
"18741",26893,11631,1
"5701",26894,10925,1
"1527",26896,10,1
"9539",26897,779,1
"11530",26898,18885,1
"19872",26898,20724,1
"7163",26899,27492,1
"23758",26900,13550,1
"10992",26901,15365,1
"21148",26902,22215,1
"22642",26903,17799,1
"19705",26904,20889,1
"7794",26905,17799,1
"23485",26906,15441,1
"20199",26907,22467,2
"23325",26907,1664,1
"3542",26908,27547,1
"20843",26910,24394,1
"9019",26911,9426,1
"18900",26912,28895,1
"16809",26913,8404,1
"17847",26917,29308,1
"10663",26918,7319,1
"19785",26920,26250,1
"4553",26921,17799,1
"13461",26924,764,1
"9675",26926,24912,1
"1842",26927,27895,1
"2835",26928,4943,1
"10954",26929,11729,1
"4336",26930,10488,1
"16485",26931,17126,1
"20174",26932,8237,1
"2656",26934,24119,1
"14125",26935,5947,1
"5266",26936,14938,1
"20966",26937,28869,1
"4247",26938,15866,1
"9339",26939,4943,1
"2957",26940,29209,1
"24314",26942,2168,1
"21181",26944,11720,1
"20081",26945,19831,1
"6860",26947,15241,1
"8400",26948,14275,1
"22068",26949,4596,1
"10375",26950,76,1
"1493",26951,27492,1
"6094",26952,26869,1
"15654",26956,15784,1
"23865",26958,2038,1
"17181",26959,3530,1
"22211",26960,27106,1
"6503",26961,3553,1
"1270",26962,25121,1
"19286",26965,8190,1
"18286",26966,4596,1
"787",26971,10308,1
"19389",26972,27616,1
"21938",26973,7357,1
"18021",26974,20317,1
"14826",26975,22674,1
"22922",26977,24443,1
"8006",26979,14334,1
"164",26980,20688,1
"8062",26981,2706,1
"11296",26983,8603,1
"22680",26984,28559,1
"7343",26985,779,1
"19249",26985,25643,1
"23231",26985,13214,1
"23934",26985,26976,1
"14337",26986,9405,2
"20673",26987,2627,1
"8550",26989,3323,1
"5135",26990,9155,1
"24065",26991,22849,1
"8910",26992,2020,1
"5386",26993,22980,1
"19242",26996,29607,1
"8064",26997,22891,1
"20851",26997,18894,1
"21899",26998,24685,1
"6838",27000,27209,1
"14938",27001,8761,1
"15817",27002,24628,1
"16654",27002,23534,1
"3248",27003,297,1
"9581",27003,23727,1
"493",27006,29647,1
"14086",27007,24320,1
"1852",27009,11433,1
"7820",27010,843,1
"13078",27011,7477,1
"23012",27012,17068,1
"7110",27014,10633,1
"13379",27015,20967,1
"450",27016,11110,1
"15223",27017,27652,1
"631",27019,11145,1
"1900",27020,9140,1
"22588",27021,20217,1
"9150",27024,2097,1
"18595",27025,7345,1
"19818",27026,11653,2
"6386",27027,25423,1
"17170",27028,1807,1
"18394",27029,13251,1
"13932",27031,6090,1
"14491",27032,20492,1
"22396",27032,7700,1
"15067",27034,25015,1
"11539",27037,253,1
"10672",27039,23444,1
"21843",27039,15568,1
"11789",27041,284,1
"5768",27042,24443,1
"23699",27042,20033,1
"13495",27043,22493,1
"10530",27044,28201,1
"9817",27045,235,1
"5649",27046,284,1
"7051",27047,18177,3
